predclass,age,workclass,native-country,education,marital-status,education-num,capital-gain,capital-loss,sex,race,relationship,sex-marital
0,7,3,7,0,1,10,0,0,1,4,4,6
0,11,3,7,0,1,10,0,0,0,1,1,1
0,39,3,7,5,3,8,0,29,0,4,4,3
0,21,3,7,5,1,8,0,0,0,4,1,1
0,3,3,7,4,1,9,28,0,0,4,3,1
0,65,3,7,5,4,8,0,98,0,4,1,4
1,35,0,7,1,0,12,0,0,1,4,0,5
0,15,3,7,4,1,9,0,0,1,2,1,6
0,20,3,7,0,3,10,0,0,0,4,4,3
1,19,3,7,1,0,12,0,0,1,4,0,5
1,22,3,7,1,0,12,0,0,1,4,0,5
0,13,3,7,5,0,8,56,0,1,1,3,5
0,32,1,7,5,0,8,0,0,1,4,0,5
0,23,1,7,0,3,10,0,0,0,4,4,3
0,25,3,7,3,0,6,0,0,1,4,0,5
0,18,3,7,1,1,12,0,0,1,4,1,6
0,22,3,7,5,3,8,0,0,0,4,4,3
0,15,1,7,0,2,10,0,0,1,4,1,7
0,5,3,7,3,1,6,0,0,1,4,1,6
0,36,1,7,4,3,9,0,0,0,4,1,3
0,8,3,7,5,1,8,0,0,1,4,1,6
0,0,2,7,3,1,5,0,0,1,4,3,6
1,27,3,7,5,0,8,0,0,1,4,0,5
1,35,3,7,6,0,13,0,0,1,4,0,5
0,25,1,7,5,0,8,0,0,1,0,0,5
0,17,3,7,3,0,6,0,0,1,4,0,5
0,10,3,7,4,0,9,0,0,1,4,0,5
0,20,3,7,5,1,8,0,0,1,2,1,6
1,22,1,7,6,0,13,98,0,0,3,2,0
0,9,3,7,5,0,8,0,0,1,4,0,5
1,31,3,7,6,0,13,0,51,0,4,5,0
0,40,3,7,5,3,8,0,0,0,4,4,3
0,19,4,7,0,3,10,0,0,1,4,1,8
0,10,3,7,1,1,12,0,0,0,4,1,1
0,0,3,7,3,1,6,0,0,1,4,3,6
0,13,3,6,3,0,2,0,0,1,4,0,5
1,20,3,7,0,0,10,0,0,0,2,5,0
0,14,1,7,1,1,12,0,0,0,4,3,1
0,6,3,7,0,1,11,0,0,0,4,1,1
0,15,3,7,3,1,5,0,0,1,4,2,6
1,41,3,7,5,0,8,0,0,1,4,0,5
0,14,3,7,5,1,8,0,0,0,4,4,1
1,27,3,7,1,0,12,0,0,1,2,0,5
0,22,0,7,1,3,12,0,5,0,2,4,3
1,42,3,7,5,0,8,0,19,1,4,0,5
1,25,3,7,1,0,12,0,0,1,4,0,5
0,28,3,7,5,0,8,0,0,1,4,0,5
0,3,3,7,5,1,8,0,0,1,4,1,6
0,18,3,7,5,0,8,0,0,1,4,0,5
0,33,3,7,0,0,11,0,0,1,2,0,5
0,39,3,7,5,1,8,0,0,1,4,3,6
1,31,3,7,0,0,10,0,0,1,4,0,5
0,41,4,7,6,4,13,0,0,0,4,1,4
0,15,3,7,0,0,10,0,0,1,4,0,5
0,6,3,7,4,1,9,0,0,0,4,3,1
0,31,3,7,5,3,8,0,0,1,4,1,8
0,16,3,7,5,3,8,0,0,1,4,1,8
0,31,3,6,1,1,12,0,0,0,4,1,1
0,38,3,3,5,4,8,29,0,0,4,1,4
0,23,1,7,0,1,10,0,0,0,0,4,1
0,33,3,7,4,0,9,0,0,1,4,0,5
0,35,4,7,3,0,5,0,0,1,4,0,5
0,2,3,7,5,1,8,0,0,0,4,1,1
1,38,4,7,3,0,5,98,0,1,4,0,5
1,19,4,7,7,0,14,0,0,1,4,0,5
1,22,3,5,1,3,12,0,0,0,1,4,3
0,5,3,7,4,1,9,0,0,0,4,4,1
1,27,3,7,1,0,12,98,0,1,4,0,5
0,17,3,7,5,3,8,0,15,1,4,1,8
0,16,3,7,4,0,9,0,0,1,4,0,5
1,38,3,7,6,3,13,109,0,0,4,1,3
1,18,3,7,6,0,13,0,0,1,4,0,5
0,33,3,7,3,4,6,0,0,0,4,1,4
0,26,3,7,4,3,9,0,0,0,2,4,3
0,12,3,7,0,1,10,0,0,1,4,1,6
0,39,3,7,4,0,9,0,0,1,2,0,5
1,16,3,7,1,0,12,122,0,1,4,0,5
0,7,3,7,5,0,8,0,0,1,4,0,5
0,29,3,7,0,3,10,0,0,0,4,4,3
1,43,4,7,5,0,8,112,0,0,4,5,0
0,31,4,7,6,0,13,0,0,1,4,0,5
0,48,1,7,3,0,6,0,0,1,4,0,5
0,12,3,7,5,1,8,0,15,1,4,1,6
0,25,3,7,5,0,8,0,40,1,4,0,5
1,27,3,7,7,0,14,0,0,1,4,0,5
1,56,4,7,4,0,9,0,0,1,4,0,5
0,4,3,7,4,1,9,0,0,0,4,1,1
1,15,4,7,5,0,8,0,51,1,4,0,5
1,26,0,7,6,0,13,0,0,1,4,0,5
0,4,3,7,5,1,8,0,0,1,2,1,6
0,13,3,7,4,3,9,0,0,1,4,1,8
0,37,3,7,1,0,12,0,0,1,4,0,5
0,2,3,7,4,1,9,0,0,0,4,3,1
0,38,1,7,4,0,9,0,0,0,4,5,0
0,3,3,7,4,1,9,0,0,0,4,3,1
0,36,3,4,1,0,12,0,0,1,4,0,5
1,34,3,7,6,1,13,0,0,1,4,1,6
0,16,3,7,5,0,8,0,0,1,4,0,5
0,45,3,7,4,4,9,0,0,0,4,4,4
0,7,4,7,5,1,8,0,0,1,4,3,6
0,0,4,7,3,1,4,0,0,0,4,3,1
0,9,3,7,4,1,9,0,0,0,4,1,1
0,19,3,7,5,3,8,0,0,1,4,1,8
0,15,3,7,3,0,5,0,0,0,4,5,0
1,41,3,7,2,0,15,0,0,1,4,0,5
1,21,3,7,1,0,12,0,0,1,4,0,5
0,55,3,8,5,2,8,33,0,1,4,4,7
0,9,0,7,5,3,8,0,0,0,4,3,3
0,28,5,7,5,4,8,0,0,0,4,4,4
0,55,5,7,0,4,10,0,0,0,4,1,4
1,43,3,7,4,0,9,112,0,1,4,0,5
0,10,3,6,5,0,8,0,0,1,4,0,5
1,21,3,7,0,0,10,0,0,1,4,0,5
1,20,4,7,4,0,9,0,19,1,4,0,5
0,11,3,7,4,1,9,0,0,1,4,3,6
1,21,4,7,1,0,12,0,0,1,4,0,5
1,12,3,7,5,0,8,0,0,1,4,0,5
0,2,3,7,5,1,8,0,37,0,4,3,1
0,11,3,7,1,1,12,0,0,1,4,2,6
0,53,5,7,1,3,12,0,0,0,4,1,3
1,23,4,7,5,0,8,0,0,1,4,0,5
0,9,3,7,0,3,10,0,0,1,4,3,8
0,26,3,7,0,0,11,0,0,1,2,0,5
1,12,3,7,4,0,9,0,0,0,4,5,0
0,8,0,7,4,0,9,0,0,1,2,0,5
1,12,3,7,5,0,8,0,0,1,2,0,5
0,43,3,6,3,3,1,0,0,1,3,1,8
0,14,3,7,1,0,12,0,0,0,4,5,0
0,34,1,7,3,0,3,0,0,1,4,0,5
0,1,3,7,4,1,9,0,0,0,4,3,1
0,19,3,7,1,3,12,0,0,1,4,4,8
1,18,3,5,1,0,12,0,0,1,1,0,5
1,31,3,7,1,3,12,0,0,1,4,3,8
0,61,4,7,3,0,3,0,0,1,4,0,5
0,55,3,7,1,0,12,0,0,1,4,0,5
0,7,3,7,4,1,9,0,0,1,4,3,6
0,41,5,7,3,0,6,0,0,1,4,0,5
1,19,3,7,3,1,6,108,0,1,2,1,6
0,31,3,7,4,0,9,0,0,1,4,0,5
0,11,3,7,5,3,8,0,0,0,4,1,3
0,9,3,7,6,1,13,0,0,0,4,3,1
0,12,3,7,1,1,12,0,0,0,4,1,1
0,30,3,6,3,0,2,0,0,1,2,0,5
1,33,3,7,1,3,12,0,0,0,4,1,3
0,18,0,6,3,1,2,0,0,1,4,1,6
0,0,3,7,3,1,6,0,0,1,4,3,6
1,24,3,7,4,0,9,0,0,1,4,0,5
0,20,3,7,5,0,8,0,0,1,4,0,5
0,18,1,7,5,0,8,0,0,1,0,0,5
0,39,3,4,3,0,3,0,0,1,4,0,5
0,6,3,7,4,0,9,0,0,1,4,0,5
0,16,3,7,0,3,11,0,0,0,4,4,3
1,62,4,7,5,0,8,0,0,1,4,0,5
0,11,3,7,1,1,12,0,0,1,2,1,6
0,38,3,7,3,3,6,0,0,0,4,3,3
0,42,1,7,6,0,13,0,0,1,4,0,5
0,5,3,7,1,1,12,0,0,0,4,3,1
0,2,3,5,3,1,6,0,0,0,1,3,1
0,24,3,6,3,2,2,0,0,1,4,1,7
0,15,3,3,0,0,10,0,0,1,4,0,5
0,50,5,7,3,0,3,37,0,1,4,0,5
0,28,3,7,5,3,8,0,0,0,4,4,3
0,44,3,6,3,0,2,0,0,0,4,2,0
0,17,3,7,1,1,12,0,0,0,4,1,1
0,26,4,7,0,0,10,0,0,1,4,0,5
1,21,3,7,1,0,12,95,0,1,4,0,5
0,18,3,7,2,0,15,0,0,1,4,0,5
0,48,3,7,5,3,8,0,0,1,4,1,8
1,7,3,1,1,0,12,0,0,1,4,0,5
0,20,3,7,5,0,8,0,0,1,4,0,5
0,17,4,7,4,0,9,0,0,1,4,0,5
1,25,3,7,5,0,8,0,0,1,4,0,5
0,1,3,7,3,1,3,0,0,0,4,3,1
0,26,0,7,4,4,9,0,0,0,0,4,4
1,14,3,7,4,0,9,0,0,1,4,0,5
0,2,3,7,4,1,9,0,0,0,4,3,1
0,23,4,2,4,0,9,0,0,1,1,0,5
0,15,3,7,1,0,12,0,0,1,4,0,5
1,30,3,7,4,0,9,0,0,1,4,0,5
0,15,1,7,4,0,9,0,0,1,4,0,5
0,29,4,7,2,3,15,0,0,1,4,1,8
1,23,3,7,1,0,12,0,0,1,4,0,5
0,19,3,7,1,1,12,0,0,1,4,1,6
0,16,3,7,0,0,10,0,0,1,4,0,5
0,6,1,7,3,1,2,0,0,1,4,1,6
0,4,3,7,3,3,5,0,0,1,4,3,8
0,23,3,7,5,0,8,0,0,0,2,5,0
1,36,1,7,2,0,15,0,0,1,4,0,5
0,3,5,7,4,1,9,0,0,1,4,3,6
0,36,4,7,4,0,9,0,0,1,4,0,5
0,41,3,7,3,0,4,0,0,1,2,0,5
1,34,3,7,5,0,8,0,0,1,4,0,5
0,14,3,7,5,0,8,0,0,1,4,0,5
0,18,4,7,5,0,8,0,0,1,4,0,5
0,6,5,7,3,1,6,0,0,1,0,3,6
0,14,1,7,4,3,9,0,0,0,4,1,3
0,4,3,7,4,1,9,0,0,0,4,4,1
1,22,4,7,6,0,13,0,0,1,4,0,5
1,19,3,7,7,0,14,112,0,0,4,5,0
1,34,3,7,3,0,5,0,0,1,4,0,5
0,1,3,7,3,1,6,0,0,1,4,3,6
0,15,3,7,4,3,9,0,0,1,4,1,8
0,39,3,7,1,3,12,0,0,0,4,1,3
0,18,3,7,0,1,11,0,0,1,4,1,6
0,46,3,7,3,4,7,0,0,0,4,4,4
1,44,3,7,5,0,8,0,0,1,4,0,5
0,6,3,7,4,1,9,0,0,1,4,3,6
1,35,1,7,6,0,13,0,0,1,4,0,5
0,2,3,7,5,1,8,0,0,1,4,1,6
1,16,1,7,6,0,13,0,0,1,4,0,5
0,18,3,7,1,0,12,0,0,1,2,0,5
1,18,3,7,5,3,8,0,0,0,4,1,3
0,21,3,7,7,0,14,0,0,0,4,5,0
0,6,3,7,1,1,12,0,0,0,4,1,1
0,5,3,7,0,3,10,0,0,1,4,1,8
0,3,3,7,5,1,8,0,0,1,4,1,6
0,2,3,7,5,1,8,0,0,1,4,1,6
1,30,3,7,5,0,8,0,0,1,2,0,5
0,42,3,7,3,0,6,0,0,1,4,0,5
0,21,3,7,5,1,8,0,0,0,4,3,1
0,19,3,7,5,0,8,0,0,1,4,0,5
0,10,3,6,3,1,2,0,0,1,4,2,6
0,7,3,7,0,0,10,0,0,1,4,0,5
0,18,3,6,5,1,8,0,0,0,2,3,1
0,5,1,6,4,1,9,0,0,1,2,2,6
0,20,3,7,5,0,8,0,0,1,4,0,5
1,19,3,7,5,0,8,95,0,1,4,0,5
0,11,3,7,5,3,8,0,0,0,4,1,3
0,38,3,7,5,0,8,0,0,0,4,5,0
0,12,5,7,3,0,2,0,0,0,4,5,0
0,15,3,7,1,0,12,0,0,1,4,0,5
0,49,5,7,4,3,9,0,0,0,4,2,3
0,30,1,7,4,2,9,0,0,1,4,2,7
0,6,3,7,1,1,12,0,0,0,4,1,1
0,33,1,7,6,3,13,0,0,0,4,1,3
0,23,4,7,5,0,8,0,0,1,4,0,5
0,34,3,7,5,1,8,0,26,0,4,1,1
0,17,3,7,5,1,8,0,34,0,4,1,1
0,11,3,7,1,1,12,0,0,0,4,1,1
1,35,1,3,2,0,15,0,50,1,4,0,5
1,22,4,7,5,0,8,52,0,1,4,0,5
1,26,3,7,1,0,12,0,0,1,4,0,5
1,19,3,7,1,1,12,0,0,0,4,3,1
0,8,3,7,1,1,12,0,0,0,4,3,1
0,25,3,7,4,3,9,0,0,0,4,4,3
0,18,3,3,4,0,9,0,0,1,4,0,5
1,26,3,7,6,0,13,98,0,1,4,0,5
0,17,3,7,5,0,8,0,0,1,4,0,5
1,33,1,7,1,0,12,0,0,1,4,0,5
0,13,3,7,4,0,9,0,0,1,4,0,5
1,27,3,7,6,0,13,0,0,1,4,0,5
0,35,3,7,0,0,10,0,0,1,4,0,5
0,18,3,7,0,0,11,0,0,1,4,0,5
1,19,3,7,0,3,10,0,0,1,4,1,8
0,13,3,2,1,1,12,0,0,0,1,3,1
1,19,4,7,1,0,12,112,0,1,4,0,5
0,22,3,7,1,1,12,0,0,0,4,1,1
0,8,3,6,3,0,1,0,0,1,4,0,5
0,9,3,7,1,1,12,0,0,1,4,1,6
0,3,3,7,5,1,8,0,0,0,2,3,1
0,3,3,7,4,1,9,0,0,1,4,3,6
0,53,5,7,3,0,2,0,0,1,4,0,5
0,9,3,7,5,1,8,0,0,1,4,3,6
0,7,3,7,4,1,9,0,0,0,2,1,1
1,31,3,7,1,0,12,0,0,1,4,0,5
0,45,3,7,5,3,8,0,0,0,2,4,3
0,31,3,7,5,0,8,0,0,1,4,0,5
1,35,3,7,1,0,12,0,0,1,4,0,5
0,8,3,7,1,1,12,0,0,1,4,1,6
0,41,3,7,3,0,2,0,0,1,4,0,5
0,23,0,7,1,1,12,0,0,0,4,1,1
0,12,5,7,4,0,9,0,0,0,4,5,0
0,28,4,8,3,0,3,0,0,1,4,0,5
0,2,3,7,4,1,9,0,0,0,4,2,1
0,20,3,7,3,1,6,0,0,1,2,1,6
0,6,3,6,3,0,6,0,0,1,4,0,5
0,14,4,7,5,3,8,0,0,1,4,1,8
0,47,4,7,3,0,3,0,0,1,4,0,5
0,11,1,7,4,1,9,0,0,0,4,3,1
0,15,3,7,5,1,8,0,0,1,4,3,6
0,32,1,7,4,3,9,0,0,0,4,1,3
1,18,3,7,4,3,9,0,0,0,4,1,3
0,2,5,7,4,1,9,0,0,0,4,3,1
1,28,3,7,2,0,15,0,0,1,4,0,5
1,22,3,7,3,0,7,112,0,1,4,0,5
0,38,3,8,4,1,9,0,77,0,2,1,1
1,29,4,4,1,3,12,0,0,0,1,4,3
0,2,3,7,4,1,9,0,0,0,4,3,1
0,12,3,1,5,0,8,0,0,0,4,5,0
0,8,1,7,5,0,8,0,0,1,4,3,5
0,20,3,7,1,1,12,0,0,0,4,1,1
0,13,3,7,5,1,8,0,0,1,4,4,6
0,11,3,5,5,0,8,0,0,1,1,0,5
0,19,0,7,4,3,9,88,0,0,2,4,3
0,15,3,7,4,1,9,0,0,0,2,4,1
0,17,3,7,3,1,6,0,0,1,4,1,6
0,17,3,7,5,1,8,0,0,0,4,1,1
0,3,3,7,4,1,9,0,0,0,4,3,1
0,10,4,7,6,1,13,0,0,1,4,3,6
0,19,0,7,5,0,8,0,0,0,4,5,0
0,18,3,7,4,0,9,0,0,1,4,0,5
0,20,3,7,5,3,8,0,0,1,4,1,8
0,15,3,7,5,0,8,0,0,1,4,0,5
0,15,3,7,6,1,13,0,0,0,4,1,1
0,35,3,7,5,3,8,0,0,0,4,1,3
1,33,3,7,4,0,9,0,0,1,4,0,5
0,6,3,7,5,1,8,0,0,0,4,1,1
0,8,3,7,5,0,8,0,0,1,4,0,5
0,4,3,6,3,1,0,0,0,1,4,1,6
0,14,3,7,5,3,8,0,0,0,4,1,3
0,14,4,7,4,0,9,0,0,0,4,5,0
0,24,3,7,0,3,10,0,0,1,4,1,8
0,30,3,7,4,0,9,0,0,1,4,0,5
0,3,5,7,4,1,9,0,0,0,4,3,1
0,3,3,7,4,1,9,0,0,0,4,1,1
0,12,3,7,3,3,5,0,0,0,2,1,3
0,34,1,7,4,4,9,0,0,0,4,1,4
1,13,1,7,1,0,12,0,0,0,4,5,0
0,6,5,7,4,1,9,0,0,0,4,1,1
1,31,3,7,1,0,12,0,0,1,4,0,5
1,22,3,7,5,3,8,110,0,1,4,1,8
0,45,3,7,1,0,12,0,0,1,4,0,5
0,5,3,7,1,1,12,0,0,1,4,1,6
1,29,0,7,1,0,12,98,0,1,4,0,5
1,34,1,7,6,0,13,0,55,1,4,0,5
0,3,3,7,5,1,8,0,0,0,4,1,1
1,23,4,7,0,0,11,112,0,1,4,0,5
0,14,3,7,1,1,12,0,0,1,4,1,6
0,13,3,7,4,1,9,0,0,1,4,3,6
0,35,3,7,5,0,8,0,0,0,4,5,0
0,3,3,7,5,1,8,0,0,0,4,2,1
1,20,1,7,0,0,10,0,0,1,4,0,5
0,48,3,7,1,4,12,0,0,0,4,1,4
0,23,3,7,1,1,12,73,0,1,4,1,6
1,43,1,7,1,0,12,95,0,1,4,0,5
0,10,3,1,5,1,8,0,0,1,4,1,6
1,45,3,7,1,0,12,0,0,1,4,0,5
0,36,3,7,5,3,8,0,0,0,4,1,3
1,21,3,7,1,0,12,0,0,1,4,0,5
0,32,3,7,0,0,10,0,0,1,4,0,5
0,4,3,7,5,1,8,0,0,1,4,3,6
0,1,3,7,4,1,9,0,0,1,4,3,6
0,8,3,7,1,1,12,0,0,1,4,2,6
0,19,3,7,3,0,6,0,0,1,4,0,5
1,35,3,7,5,0,8,0,0,1,4,0,5
0,2,3,7,4,1,9,0,0,1,4,3,6
0,6,3,7,1,1,12,0,0,0,4,1,1
0,46,4,7,1,0,12,0,0,1,4,0,5
0,46,4,7,0,0,10,0,0,1,4,0,5
1,45,4,7,1,3,12,122,0,1,4,1,8
1,34,4,7,0,0,11,52,0,1,4,0,5
0,59,1,7,4,4,9,0,0,0,4,1,4
0,33,3,7,5,0,8,79,0,1,4,0,5
1,28,4,7,5,0,8,0,0,1,4,0,5
1,27,4,7,4,3,9,0,0,1,4,3,8
0,34,3,7,3,0,3,0,0,1,2,0,5
0,25,1,7,1,1,12,73,0,1,4,3,6
1,26,1,7,6,0,13,0,0,1,4,0,5
0,36,3,7,3,0,6,0,0,1,4,0,5
0,12,3,7,0,0,10,0,0,1,4,0,5
0,24,3,7,4,0,9,0,0,1,4,0,5
0,27,0,7,5,3,8,0,0,1,4,4,8
0,18,3,7,3,4,5,0,56,0,2,1,4
0,10,3,7,5,0,8,0,0,1,4,0,5
0,18,3,7,4,0,9,0,0,1,4,0,5
0,43,3,7,0,4,10,0,0,0,4,1,4
1,32,3,7,4,3,9,110,0,1,4,1,8
0,16,3,7,1,0,12,0,0,1,4,0,5
1,18,3,7,1,0,12,0,0,1,4,0,5
0,14,1,7,4,0,9,0,0,1,4,0,5
1,37,3,7,5,0,8,95,0,1,4,0,5
0,40,4,7,2,0,15,0,0,1,4,0,5
0,13,3,7,3,1,4,0,0,1,4,3,6
0,28,3,5,3,1,5,0,0,1,1,1,6
1,24,3,7,4,0,9,95,0,1,4,0,5
0,8,3,7,1,1,12,0,0,1,4,3,6
1,34,4,7,4,0,9,0,0,1,4,0,5
0,25,3,6,3,3,2,0,0,1,4,2,8
0,11,3,7,0,1,10,0,0,1,4,1,6
0,30,5,6,3,0,5,0,0,0,4,5,0
0,36,0,7,1,3,12,0,0,1,0,1,8
1,14,3,7,1,1,12,108,0,0,4,1,1
1,29,3,7,3,0,6,98,0,1,2,0,5
0,8,0,7,5,1,8,0,0,0,4,2,1
0,30,3,7,5,0,8,0,0,1,4,0,5
0,9,3,8,1,0,12,0,0,1,4,0,5
0,13,3,7,5,0,8,0,0,1,4,0,5
0,31,3,7,5,0,8,0,0,1,4,0,5
0,5,3,7,4,1,9,0,0,1,2,3,6
0,15,4,7,4,0,9,0,0,1,4,0,5
1,16,4,7,2,1,15,0,0,1,4,1,6
0,14,3,7,5,0,8,0,0,1,4,0,5
1,26,3,1,4,0,9,0,0,0,4,5,0
0,9,3,7,0,1,10,0,0,0,4,1,1
0,17,3,7,5,0,8,0,0,1,2,0,5
1,33,1,7,1,0,12,0,0,0,4,5,0
0,13,1,7,5,3,8,0,0,0,2,4,3
0,0,3,7,3,1,6,0,0,1,4,3,6
0,18,1,7,6,1,13,0,0,0,2,3,1
0,12,3,7,4,0,9,0,0,1,4,0,5
0,10,0,6,0,0,11,68,0,1,4,0,5
0,15,4,8,1,0,12,0,0,1,2,0,5
1,17,3,7,1,1,12,0,0,1,4,3,6
0,15,3,7,5,3,8,0,0,0,4,1,3
0,30,0,7,4,3,9,0,0,0,4,4,3
0,23,3,7,4,1,9,0,0,0,4,1,1
0,9,3,7,0,1,10,0,0,0,4,1,1
0,13,3,1,5,1,8,0,0,0,4,1,1
0,37,3,7,5,3,8,0,0,1,4,1,8
1,36,3,7,1,0,12,0,0,1,4,0,5
1,21,3,8,1,0,12,0,0,1,4,0,5
0,26,3,7,3,3,3,0,0,1,2,1,8
0,8,3,7,4,1,9,0,0,1,4,3,6
0,22,3,7,5,0,8,0,0,1,4,0,5
1,40,1,7,5,0,8,0,0,1,4,0,5
0,30,3,7,5,0,8,0,0,1,4,0,5
0,28,3,7,5,3,8,0,0,0,2,2,3
0,7,1,7,1,1,12,0,0,1,4,1,6
0,15,4,7,3,3,5,0,0,1,4,1,8
0,8,3,7,4,1,9,0,0,1,4,1,6
0,40,3,7,3,3,2,0,0,0,4,1,3
1,11,3,7,1,0,12,0,55,0,4,5,0
0,11,3,6,5,0,8,0,0,1,4,0,5
0,10,3,7,1,1,12,0,0,0,4,1,1
0,11,3,7,1,1,12,0,0,0,4,1,1
0,57,5,7,3,0,1,0,0,1,2,0,5
0,27,4,0,5,0,8,0,0,1,1,0,5
0,10,3,7,5,1,8,0,0,1,4,3,6
0,44,3,7,1,0,12,0,0,1,4,0,5
0,8,3,7,3,1,6,0,0,1,4,1,6
0,11,3,7,3,1,4,0,0,0,2,3,1
0,3,3,7,4,1,9,0,0,1,4,3,6
0,16,3,5,0,1,10,0,0,1,1,3,6
0,21,1,7,5,3,8,0,0,1,4,1,8
0,14,3,7,5,1,8,0,0,0,2,4,1
1,23,3,7,6,1,13,0,0,0,4,1,1
1,26,3,7,4,0,9,0,0,1,4,0,5
1,21,3,7,6,0,13,0,0,1,4,0,5
0,2,3,7,4,1,9,0,0,1,2,3,6
0,39,3,7,0,0,11,0,0,1,4,0,5
1,21,3,7,6,3,13,0,0,1,4,1,8
0,13,5,7,1,0,12,0,0,0,4,5,0
0,5,3,7,5,0,8,72,0,0,4,5,0
0,1,1,7,5,1,8,0,0,1,4,3,6
0,51,3,7,4,4,9,0,0,0,4,1,4
0,18,3,7,0,3,10,0,0,1,4,1,8
0,25,3,8,3,0,3,0,0,0,1,2,0
0,15,3,7,3,3,5,0,0,1,4,4,8
1,26,0,7,4,0,9,0,0,0,4,5,0
0,13,3,7,3,1,5,0,0,0,2,4,1
0,45,3,7,4,0,9,44,0,1,4,0,5
0,21,3,7,0,0,10,0,0,1,4,0,5
0,10,3,7,5,1,8,0,0,1,4,3,6
1,11,3,3,2,1,15,0,0,0,4,1,1
0,9,3,7,0,1,10,0,0,1,4,1,6
0,4,3,7,4,1,9,0,0,1,4,3,6
0,2,3,7,5,1,8,0,0,1,2,2,6
0,3,3,7,4,1,9,0,0,1,4,3,6
0,8,1,7,1,1,12,0,0,1,2,1,6
0,11,4,6,4,1,9,0,0,1,4,3,6
1,19,3,7,0,1,10,0,0,1,4,1,6
0,6,3,6,1,1,12,0,0,1,0,1,6
0,7,3,7,1,0,12,0,0,0,4,5,0
0,6,3,7,5,1,8,0,0,0,4,1,1
0,7,3,7,1,1,12,0,0,0,4,3,1
0,8,4,7,5,1,8,0,0,1,4,1,6
0,7,3,7,5,1,8,0,0,1,4,1,6
0,13,3,7,5,0,8,0,0,1,4,0,5
0,9,3,8,1,1,12,0,0,0,4,3,1
0,45,5,7,6,0,13,0,0,1,4,0,5
0,19,3,7,4,0,9,0,0,0,4,5,0
0,28,3,5,5,0,8,0,0,1,1,0,5
0,14,3,7,0,3,11,0,8,0,4,4,3
0,17,3,7,5,1,8,0,0,1,4,1,6
1,48,4,6,1,0,12,0,0,1,4,0,5
0,25,3,7,0,3,10,0,0,0,4,4,3
0,10,1,7,7,1,14,0,0,1,4,1,6
0,23,3,6,4,0,9,0,0,0,2,5,0
1,36,0,7,4,0,9,0,0,1,4,0,5
1,37,3,7,5,0,8,0,0,1,4,0,5
0,13,1,7,1,1,12,0,0,1,4,2,6
1,42,3,7,5,0,8,0,0,1,4,0,5
0,25,4,7,5,3,8,0,0,1,4,4,8
0,6,3,7,5,1,8,0,0,0,4,1,1
0,11,3,7,1,0,12,0,0,0,4,5,0
0,3,3,7,5,1,8,0,0,1,4,3,6
0,5,3,7,4,1,9,0,0,0,4,1,1
0,56,5,7,1,0,12,0,0,1,4,0,5
1,30,4,7,4,0,9,0,55,1,4,0,5
0,27,3,7,4,0,9,0,0,1,4,0,5
0,23,3,7,3,3,7,0,0,1,4,1,8
1,20,3,7,0,0,10,0,0,0,4,5,0
0,22,3,7,5,3,8,0,0,1,4,3,8
1,32,3,7,4,0,9,98,0,1,4,0,5
0,27,4,7,4,3,9,0,0,1,4,1,8
0,10,3,4,3,0,4,0,0,0,4,5,0
0,33,3,7,5,0,8,0,0,1,4,0,5
1,22,3,7,1,0,12,0,0,1,4,0,5
0,24,3,7,5,1,8,0,0,0,2,4,1
1,38,3,7,1,0,12,0,0,1,4,0,5
0,36,3,6,3,0,1,0,0,1,2,0,5
0,36,1,7,6,3,13,0,0,0,4,4,3
1,14,3,2,6,0,13,0,81,1,4,0,5
0,4,3,7,5,1,8,0,0,1,4,1,6
0,13,3,7,5,3,8,0,0,1,2,1,8
0,57,5,7,5,4,8,0,0,0,4,1,4
1,36,3,7,6,1,13,0,0,0,4,1,1
0,30,3,7,4,0,9,0,19,1,4,0,5
1,43,3,4,1,3,12,0,0,0,4,1,3
0,42,3,6,3,3,4,0,0,0,4,4,3
1,20,3,7,1,1,12,0,0,1,4,1,6
0,30,0,7,1,0,12,0,40,1,4,0,5
0,32,3,7,3,0,4,0,0,1,4,0,5
0,56,1,7,4,1,9,0,0,0,4,2,1
0,41,3,7,5,3,8,0,0,0,2,4,3
0,1,5,7,3,1,6,0,0,1,2,3,6
0,18,3,7,4,1,9,0,0,1,2,3,6
0,7,1,7,4,0,9,0,0,0,4,5,0
0,45,3,7,5,4,8,0,0,0,4,1,4
0,41,3,7,5,0,8,0,0,0,4,5,0
1,34,3,7,4,0,9,112,0,1,4,0,5
0,4,3,7,5,1,8,0,0,1,2,3,6
0,13,3,7,1,0,12,0,0,1,4,0,5
0,10,3,1,0,1,10,0,49,0,4,1,1
1,8,3,7,1,0,12,81,0,1,4,0,5
0,14,3,7,5,1,8,0,0,1,0,1,6
0,14,3,7,5,1,8,0,0,0,2,4,1
1,27,3,7,4,0,9,81,0,1,4,0,5
1,35,4,7,2,0,15,122,0,1,4,0,5
0,13,3,7,0,0,11,0,0,1,4,0,5
0,12,3,7,5,1,8,0,0,1,2,3,6
0,19,3,7,3,3,6,0,0,1,4,1,8
0,37,4,7,1,0,12,0,0,1,4,0,5
1,42,1,7,4,3,9,0,0,1,4,1,8
0,38,3,7,4,1,9,0,0,1,4,1,6
0,53,5,7,0,1,10,0,0,1,4,1,6
